index,INSTNM,DISTANCEONLY,TUITFTE,ADM_RATE_ALL,NPT4_PUB,HIGHDEG_ Associate degree,HIGHDEG_ Bachelor&#39;s degree,HIGHDEG_ Certificate degree,HIGHDEG_ Graduate degree,HIGHDEG_ Non-degree-granting,Labels_3Clusters
5022,W F Kaynor Technical High School,0.0,4390.0,0.7222,12963.0,0,0,0,0,1,1
5029,Career Center of Southern Illinois,0.0,5974.0,0.8571,16832.0,0,0,1,0,0,1
5034,Kirksville Area Technical Center,0.0,3377.0,0.3077,8654.0,0,0,1,0,0,1
5039,Cass Career Center,0.0,2784.0,0.1364,16072.0,0,0,1,0,0,1
5040,Applied Technology Services,0.0,4697.0,0.25,20087.0,0,0,1,0,0,1
5050,Clinton Essex Warren Washington BOCES-Practical Nursing Program,0.0,7303.0,0.1826,18254.0,0,0,1,0,0,1
5051,Jefferson Lewis BOCES-Practical Nursing Program,0.0,5761.0,0.7222,10896.0,0,0,1,0,0,1
5053,Syracuse City Schools Practical Nursing Program,0.0,3051.0,0.75,10929.0,0,0,1,0,0,1
5055,Orange Ulster BOCES-Practical Nursing Program,0.0,7322.0,1.0,16399.0,0,0,1,0,0,1
5056,Wayne Finger Lakes BOCES-Practical Nursing Program,0.0,9180.0,0.4677,15606.0,0,0,1,0,0,1
5057,Broome Delaware Tioga BOCES-Practical Nursing Program,0.0,5553.0,0.3261,18020.0,0,0,1,0,0,1
5058,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,0.0,5343.0,1.0,12926.0,0,0,1,0,0,1
5060,Ulster County BOCES-Practical Nursing Program,0.0,6305.0,0.8625,17293.0,0,0,1,0,0,1
5061,Eastern Suffolk BOCES-Practical Nursing Program,0.0,7099.0,0.8581,14270.0,0,0,1,0,0,1
5062,Rockland County BOCES-Practical Nursing Program,0.0,6146.0,0.8909,23042.0,0,0,1,0,0,1
5080,Chester County Intermediate Unit,0.0,2564.0,0.9344,17949.0,0,0,1,0,0,1
5081,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,0.0,469.0,0.9032,10311.0,0,0,1,0,0,1
5083,Mifflin-Juniata Career and Technology Center,0.0,3108.0,0.5,15504.0,0,0,1,0,0,1
5086,Venango County Area Vocational Technical School,0.0,4943.0,0.7153,11364.0,0,0,1,0,0,1
5090,Northern Tier Career Center,0.0,7339.0,0.3864,16443.0,0,0,1,0,0,1
5091,Clarion County Career Center Practical Nursing Program,0.0,1110.0,0.5,11776.0,0,0,1,0,0,1
5104,United Technical Center,0.0,637.0,0.4348,7400.0,0,0,1,0,0,1
5251,Delaware County Technical School-Practical Nursing Program,0.0,6500.0,1.0,10473.0,0,0,1,0,0,1
5258,Dutchess BOCES-Practical Nursing Program,0.0,3750.0,0.6667,17171.0,0,0,1,0,0,1
5274,Norwich Technical High School,0.0,2860.0,0.4479,14539.0,0,0,0,0,1,1
5276,Putnam Westchester BOCES-Practical Nursing Program,0.0,16864.0,0.3529,14228.0,0,0,1,0,0,1
5297,Monty Tech,0.0,9268.0,0.9574,12268.0,0,0,1,0,0,1
5491,Huntingdon County Career and Technology Center,0.0,3854.0,0.4737,7392.0,0,0,1,0,0,1
5545,Vinal Technical High School,0.0,4093.0,1.0,17265.0,0,0,0,0,1,1
5562,Orleans Niagara BOCES-Practical Nursing Program,0.0,6858.0,1.0,12224.0,0,0,1,0,0,1
6268,Escuela De Troqueleria Y Herramentaje,0.0,973.0,0.8605,328.0,0,0,1,0,0,1
7242,Carthage R9 School District-Carthage Technical Center,0.0,3295.0,0.7143,10875.0,0,0,1,0,0,1
7255,Ukiah Adult School,0.0,1953.0,0.6102,12777.0,0,0,0,0,1,1
